Date,Ticker,Actual_Close,Predicted_Close,Prediction_Error,Volume,Moving_Average_5,Moving_Average_20
2024-10-07,AAPL,221.69000244140625,215.56648489128844,-6.1235175501178105,39505400,227.88999938964844,227.46444363064236
2024-10-08,AAPL,225.77000427246097,219.1797568409217,-6.590247431539268,31855700,227.69200134277344,227.39799957275392
2024-10-09,AAPL,229.5399932861328,222.7176288453407,-6.822364440792114,33591100,225.43000183105468,226.8790907426314
2024-10-10,AAPL,229.0399932861328,222.27224501534306,-6.7677482707897525,28183500,225.34200134277344,226.7866668701172
2024-10-11,AAPL,227.5500030517578,221.1393506389573,-6.410652412800516,31759200,225.8940002441406,226.9984612098107
2024-10-14,AAPL,231.3000030517578,224.7233072009426,-6.576695850815213,39882100,226.56799926757813,227.14428492954798
2024-10-15,AAPL,233.8500061035156,228.02708563346408,-5.822920470051514,64751400,226.71799926757814,227.17133280436198
2024-10-16,AAPL,231.77999877929688,224.72322852205681,-7.056770257240061,34082200,228.63999938964844,227.42937469482422
2024-10-17,AAPL,232.1499938964844,225.48094885165335,-6.669045044831051,32993800,230.25599975585936,227.80705889533547
2024-10-18,AAPL,235.0,228.46058224398024,-6.539417756019759,46431500,230.7040008544922,228.02777777777777
2024-10-21,AAPL,236.47999572753903,229.75779979201508,-6.722195935523956,36254500,231.3260009765625,228.2447365208676
2024-10-22,AAPL,235.86000061035156,228.7297447312996,-7.130255879051958,38846600,232.81600036621094,228.5824996948242
2024-10-23,AAPL,230.7599945068359,223.9444766328084,-6.815517874027506,52287000,233.85199890136718,229.082999420166
2024-10-24,AAPL,230.57000732421875,223.61937779374452,-6.950629530474231,31109500,234.25399780273438,229.50749969482422
2024-10-25,AAPL,231.41000366210935,225.09019733741025,-6.319806324699101,38802300,234.04999694824218,229.72699966430665
2024-10-28,AAPL,233.3999938964844,227.04914711123965,-6.350846785244755,36087100,233.73399963378907,229.87949981689454
2024-10-29,AAPL,233.6699981689453,226.99297447624383,-6.677023692701482,35417200,233.01600036621093,230.06050033569335
2024-10-30,AAPL,230.1000061035156,223.79175723129129,-6.308248872224311,47070900,232.4,230.08050003051758
2024-10-31,AAPL,225.91000366210935,219.67168333768558,-6.238320324423768,64370100,231.96199951171874,230.4534996032715
2024-11-01,AAPL,222.91000366210935,216.57442426871998,-6.3355793933893665,65276700,231.8300018310547,230.61949996948243
2024-11-04,AAPL,222.0099945068359,215.35811459843865,-6.651879908397262,44944500,230.89800109863282,230.63150024414062
2024-11-05,AAPL,223.4499969482422,216.87407333864377,-6.575923609598419,28111300,229.1980010986328,230.4370002746582
2024-11-06,AAPL,222.72000122070312,216.75441465177664,-5.965586568926483,54561100,226.9200012207031,230.4529998779297
2024-11-07,AAPL,227.47999572753903,221.06355171105582,-6.4164440164832115,42137700,224.8760009765625,230.33699951171874
2024-11-08,AAPL,226.9600067138672,220.7267358262551,-6.233270887612093,38328800,223.4,229.99599990844726
2024-11-11,AAPL,224.22999572753903,217.28568951873154,-6.94430620880749,42005600,223.7139984130859,229.9180000305176
2024-11-12,AAPL,224.22999572753903,217.93455391117254,-6.295441816366491,40398300,224.5239990234375,229.88850021362305
2024-11-13,AAPL,225.1199951171875,218.71357314177624,-6.406421975411263,48566200,224.96799926757814,229.5349998474121
2024-11-14,AAPL,228.22000122070312,221.73669386410342,-6.48330735659971,44923900,225.1239990234375,229.0539993286133
2024-11-15,AAPL,225.0,218.52792620698756,-6.4720737930124415,47923700,225.60399780273437,228.72099914550782
2024-11-18,AAPL,228.02000427246097,221.80221917273872,-6.217785099722249,44633700,225.7519989013672,228.52449951171874
2024-11-19,AAPL,228.27999877929688,222.07600593960723,-6.203992839689647,36211800,225.35999755859376,228.02449951171874
2024-11-20,AAPL,229.0,222.20304662272827,-6.796953377271734,35169600,226.1179992675781,227.60149993896485
2024-11-21,AAPL,228.52000427246097,221.80091564487967,-6.7190886275813,42108300,226.9279998779297,227.2224998474121
2024-11-22,AAPL,229.8699951171875,223.47908111435555,-6.390914002831948,38168300,227.7040008544922,227.1345001220703
2024-11-25,AAPL,232.8699951171875,226.07081124153763,-6.799183875649874,90152800,227.76400146484374,227.03199996948243
2024-11-26,AAPL,235.05999755859375,228.58685846082975,-6.473139097764005,45986200,228.73800048828124,226.95499954223632
2024-11-27,AAPL,234.92999267578125,228.26026738003333,-6.669725295747924,33498400,229.70799865722657,226.9284996032715
2024-11-29,AAPL,237.3300018310547,230.50755115129476,-6.822450679759925,28481400,231.06399841308593,226.9979995727539
2024-12-02,AAPL,239.58999633789065,233.0934710593827,-6.49652527850796,48137100,232.2499969482422,227.2394989013672
2024-12-03,AAPL,242.6499938964844,235.6578946449429,-6.992099251541504,38861000,234.01199645996093,227.81049880981445
2024-12-04,AAPL,243.0099945068359,236.20337881133298,-6.806615695502927,44383900,235.95599670410155,228.6444984436035
2024-12-05,AAPL,243.0399932861328,236.37534588849104,-6.664647397641772,40033900,237.91199645996093,229.67649841308594
2024-12-06,AAPL,242.83999633789065,236.37133093004365,-6.4686654078469985,36870600,239.5019958496094,230.6544982910156
2024-12-09,AAPL,246.75,239.77234584913543,-6.977654150864566,44649200,241.12399597167968,231.6704978942871
2024-12-10,AAPL,247.77000427246097,240.722928410995,-7.04707586146597,36914800,242.2259948730469,232.4384979248047
2024-12-11,AAPL,246.4900054931641,240.4634476724292,-6.026557820734894,45205800,243.65799560546876,233.42799758911133
2024-12-12,AAPL,247.9600067138672,241.0335309519757,-6.926475761891481,32777500,244.68199768066407,234.60499801635743
2024-12-13,AAPL,248.1300048828125,241.25478060787438,-6.87522427493812,33155300,245.37799987792968,235.71799850463867
2024-12-16,AAPL,251.0399932861328,244.0025348223108,-7.03745846382202,51694800,246.36200256347655,236.85999908447266
2024-12-17,AAPL,253.47999572753903,246.35904877922917,-7.120946948309864,51356400,247.42000427246094,237.85549926757812
2024-12-18,AAPL,248.0500030517578,241.91586953910246,-6.134133512655353,56774100,248.2780029296875,239.15749893188476
2024-12-19,AAPL,249.7899932861328,243.20768486472386,-6.582308421408953,60882300,249.4200012207031,240.43049850463868
2024-12-20,AAPL,254.4900054931641,246.74458771934565,-7.7454177738184455,147495300,249.73200073242188,241.41899871826172
2024-12-23,AAPL,255.27000427246097,248.15174905651412,-7.118255215946846,40858800,250.097998046875,242.45849838256837
2024-12-24,AAPL,258.20001220703125,250.82658940683777,-7.373422800193481,23234700,251.3699981689453,243.75699844360352
2024-12-26,AAPL,259.0199890136719,252.08007124337502,-6.939917770296859,27237100,252.21600036621095,245.0269989013672
2024-12-27,AAPL,255.58999633789065,248.4109134729036,-7.179082864987066,42355300,253.16000366210938,246.2934997558594
2024-12-30,AAPL,252.1999969482422,245.1275103751143,-7.07248657312789,35557500,255.3540008544922,247.4914993286133
2024-12-31,AAPL,250.4199981689453,243.73687474578577,-6.683123423159543,39480700,256.5140014648438,248.52449951171874
2025-01-02,AAPL,243.8500061035156,237.1439191230864,-6.706086980429205,55740700,256.0559997558594,249.26799926757812
2025-01-03,AAPL,243.36000061035156,236.61438028893323,-6.745620321418329,40244100,255.08599853515625,249.80949935913085
2025-01-06,AAPL,245.0,238.7032792520075,-6.296720747992509,45045600,252.21599731445312,249.86949996948243
2025-01-07,AAPL,242.2100067138672,235.99514136345306,-6.214865350414129,40856000,249.08399963378906,249.8870002746582
2025-01-08,AAPL,242.6999969482422,235.87913436389437,-6.820862584347822,37628900,246.96600036621095,249.98500061035156
2025-01-10,AAPL,236.8500061035156,229.6727398441692,-7.177266259346396,61710900,244.96800231933594,249.9535011291504
2025-01-13,AAPL,234.3999938964844,226.9407713911587,-7.459222505325698,49630700,243.42400207519532,249.7510009765625
2025-01-14,AAPL,233.27999877929688,227.13533846431977,-6.144660314977102,39435300,242.0240020751953,249.20500106811522
2025-01-15,AAPL,237.8699951171875,231.4574316543695,-6.412563462818014,39832000,240.23200073242188,248.60050048828126
2025-01-16,AAPL,228.2599945068359,222.780181244713,-5.479813262122917,71759100,237.88800048828125,247.86650009155272
2025-01-17,AAPL,229.97999572753903,223.74875345758517,-6.231242269953867,68488300,237.0199981689453,247.35349960327147
2025-01-21,AAPL,222.63999938964844,215.52293144736325,-7.117067942285189,98070400,234.13199768066406,246.21449966430663
2025-01-22,AAPL,223.8300018310547,217.26241172689896,-6.567590104155727,64126500,232.75799560546875,245.03949966430665
2025-01-23,AAPL,223.66000366210935,217.7522735633251,-5.907730098784242,60234800,230.40599670410157,243.76899948120118
2025-01-24,AAPL,222.77999877929688,216.64223652202895,-6.137762257267923,54697900,228.51599731445313,242.47099990844725
2025-01-27,AAPL,229.86000061035156,223.83121579172226,-6.028784818629305,94863400,225.6739990234375,240.92949981689452
2025-01-28,AAPL,238.2599945068359,231.94353791264493,-6.316456594190981,75707600,224.5779998779297,239.30499954223632
2025-01-29,AAPL,239.36000061035156,232.33127564478906,-7.028724965562503,45486100,224.5540008544922,237.88799896240235
2025-01-30,AAPL,237.58999633789065,231.51794769888153,-6.072048639009125,55658300,227.6779998779297,236.84999923706056
2025-01-31,AAPL,236.0,230.52461944501744,-5.475380554982564,100959800,230.78399963378905,236.0384994506836
2025-02-03,AAPL,228.0099945068359,221.50828063096782,-6.5017138758680915,73063300,233.56999816894532,235.30799942016603
2025-02-04,AAPL,232.8000030517578,226.02658762054494,-6.773415431212868,45067300,236.21399841308593,234.58699951171874
2025-02-05,AAPL,232.47000122070312,225.61100758088145,-6.858993639821676,39620300,235.8439971923828,233.79499893188478
2025-02-06,AAPL,233.22000122070312,226.61057929337017,-6.60942192733296,29925300,234.7519989013672,233.2669990539551
2025-02-07,AAPL,227.6300048828125,222.0115046697299,-5.618500213082598,39707200,233.3739990234375,232.64049911499023
2025-02-10,AAPL,227.6499938964844,221.84661909546725,-5.803374801017156,33115600,232.5,232.19099884033204
2025-02-11,AAPL,232.6199951171875,226.78944522915106,-5.830549888036444,53718400,230.8260009765625,231.43749923706054
2025-02-12,AAPL,236.8699951171875,230.06443704143192,-6.8055580757555845,45243300,230.75400085449218,230.97749862670898
2025-02-13,AAPL,241.52999877929688,234.71652805485775,-6.813470724439128,53614100,230.71799926757814,230.88849868774415
2025-02-14,AAPL,244.6000061035156,238.0357183438249,-6.5642877596907,40896200,231.597998046875,231.06799850463867
2025-02-18,AAPL,244.47000122070312,237.51398539775863,-6.956015822944494,48822500,233.25999755859374,231.25099868774413
2025-02-19,AAPL,244.8699951171875,238.26385952024947,-6.6061355969380315,32204200,236.65399780273438,232.06799926757813
2025-02-20,AAPL,245.8300018310547,239.27333984955044,-6.556661981504249,32316900,240.01799926757812,232.79249954223633
2025-02-21,AAPL,245.5500030517578,239.63913800082452,-5.910865050933296,53197400,242.46799926757814,233.90399932861328
2025-02-24,AAPL,247.1000061035156,240.6977225604121,-6.4022835431034935,51326400,244.26000061035157,235.00399932861328
2025-02-25,AAPL,247.0399932861328,240.65534515523166,-6.384648130901155,48013300,245.06400146484376,236.0984992980957
2025-02-26,AAPL,240.36000061035156,233.94568919077545,-6.414311419576109,44433600,245.56400146484376,237.31449966430665
2025-02-27,AAPL,237.3000030517578,231.72949678647367,-5.570506265284138,41153600,246.0779998779297,238.1734992980957
2025-02-28,AAPL,241.83999633789065,233.72758488447286,-8.112411453417792,56833400,245.1760009765625,238.27849960327148
2025-03-03,AAPL,238.02999877929688,232.13545107917162,-5.894547700125258,47184000,243.47000122070312,238.1754997253418
2025-03-04,AAPL,235.92999267578125,229.9665530948295,-5.963439580951757,53798100,242.72799987792968,238.38799972534179
2025-03-05,AAPL,235.7400054931641,228.2193891646379,-7.520616328526188,47227600,240.91399841308595,238.48949966430663
2025-03-06,AAPL,235.3300018310547,229.2204221194806,-6.109579711574099,45170400,238.69199829101564,238.8854995727539
2025-03-07,AAPL,239.07000732421875,232.92165048338384,-6.148356840834907,46273600,237.76799926757812,239.03249969482422
2025-03-10,AAPL,227.47999572753903,221.18425005181803,-6.295745675721008,72071200,237.3739990234375,239.1754997253418
2025-03-11,AAPL,220.83999633789065,214.56509151789373,-6.2749048199969195,76137400,236.82000122070312,239.46800003051757
2025-03-12,AAPL,216.97999572753903,211.16947177708963,-5.810523950449408,62547500,234.71000061035156,239.46049957275392
2025-03-13,AAPL,209.67999267578125,204.2232094211737,-5.456783254607558,61368300,231.69200134277344,239.11999969482423
2025-03-14,AAPL,213.4900054931641,207.31621751854243,-6.173787974621661,60107600,227.93999938964845,238.3379997253418
2025-03-17,AAPL,214.0,207.6107800775555,-6.389219922444511,48073400,222.80999755859375,236.97849960327147
2025-03-18,AAPL,212.69000244140625,206.84510854216614,-5.844893899240105,42432400,217.69399719238282,235.57649993896484
2025-03-19,AAPL,215.2400054931641,210.0779151261229,-5.162090367041202,54385400,214.997998046875,234.04649963378907
2025-03-20,AAPL,214.1000061035156,208.56236085682417,-5.537645246691426,48862900,213.3679992675781,232.4574996948242
2025-03-21,AAPL,218.27000427246097,211.84018698776947,-6.429817284691495,94127800,213.02000122070314,230.97600021362305
2025-03-24,AAPL,220.72999572753903,214.55426428390666,-6.1757314436323725,44299500,213.90400390625,229.3895004272461
2025-03-25,AAPL,223.75,217.338100694007,-6.411899305992989,34493600,214.86000366210936,228.02550048828124
2025-03-26,AAPL,221.52999877929688,215.75198104557563,-5.778017733721242,34466100,216.20600280761718,226.7069999694824
2025-03-27,AAPL,223.8500061035156,217.7203711276793,-6.1296349758362965,37094800,218.41800231933593,225.5425003051758
2025-03-28,AAPL,217.8999938964844,212.63490078281058,-5.265093113673828,39818600,219.6760009765625,224.60100021362305
2025-03-31,AAPL,222.1300048828125,216.48562417844846,-5.644380704364039,65299300,221.6260009765625,223.92850036621093
2025-04-01,AAPL,223.19000244140625,216.7910853812961,-6.398917060110136,36412700,221.5519989013672,222.73150024414062
2025-04-02,AAPL,223.88999938964844,217.79913698000513,-6.090862409643307,35905900,221.83200073242188,221.9365005493164
2025-04-03,AAPL,203.19000244140625,196.58997161318962,-6.600030828216632,103419000,221.72000122070312,221.29950103759765
2025-04-04,AAPL,188.3800048828125,184.1879493597323,-4.1920555230801995,125910900,222.19200134277344,220.70700073242188
2025-04-07,AAPL,181.4600067138672,177.93516389255018,-3.5248428213170087,160466300,218.06000061035155,219.10000076293946
2025-04-08,AAPL,172.4199981689453,169.14796586342288,-3.27203230552243,120859500,212.1560028076172,216.56550064086915
2025-04-09,AAPL,198.8500061035156,192.33088551059467,-6.5191205929209275,184395900,204.02200317382812,214.26450119018554
2025-04-10,AAPL,190.4199981689453,184.1403258703748,-6.279672298570517,121880000,193.86800231933594,211.84350128173827
2025-04-11,AAPL,198.1499938964844,191.9360656643994,-6.21392823208501,87435900,188.86000366210936,210.9370018005371
2025-04-14,AAPL,202.52000427246097,198.50091043102708,-4.019093841433886,101352900,186.30600280761718,209.9740020751953
2025-04-15,AAPL,202.13999938964844,196.30747756865196,-5.832521820996476,51343900,188.26000061035157,209.20700149536134
2025-04-16,AAPL,194.27000427246097,189.04040759688348,-5.229596675577483,59732400,192.4720001220703,208.63300170898438
2025-04-17,AAPL,196.97999572753903,191.51326613666058,-5.466729590878458,52164700,198.41600036621094,208.1055015563965
2025-04-21,AAPL,193.16000366210935,186.8955998324982,-6.264403829611155,46742500,197.50000000000003,207.05700149536133
2025-04-22,AAPL,199.7400054931641,194.60903108111842,-5.130974412045674,52976400,198.81199951171874,206.2010009765625
2025-04-23,AAPL,204.6000061035156,199.55428533571757,-5.045720767798031,52929200,197.81400146484376,204.94550094604492
2025-04-24,AAPL,208.3699951171875,202.17745535892777,-6.192539758259727,47311000,197.25800170898438,203.89600143432617
2025-04-25,AAPL,209.27999877929688,203.3704977145209,-5.909501064775981,38222300,197.7500030517578,202.93850173950196
2025-04-28,AAPL,210.13999938964844,204.20378684376516,-5.936212545883279,38743100,200.5700012207031,202.28050155639647
